id,EAP,HPL,MWS
id02310,0.0005894952337257564,0.0923784002661705,0.9070320725440979
id24541,0.9999805688858032,1.799788878997788e-05,1.3826048643750255e-06
id00134,0.00036633864510804415,0.9995176792144775,0.00011587575863813981
id27757,0.609969437122345,0.3878609836101532,0.002169569255784154
id04081,0.9998749494552612,1.2689404684351757e-05,0.00011238079605391249
id27337,0.9840076565742493,0.015979180112481117,1.3128636055625975e-05
id24265,0.7534676194190979,0.2465287148952484,3.6802039176109247e-06
id25917,0.0021615675650537014,0.9290259480476379,0.06881246715784073
id04951,0.9999953508377075,4.690122750616865e-06,4.122520280702702e-08
id14549,1.0,2.956283828847717e-11,5.470917607830472e-10
id22505,0.0006045271875336766,0.000807175412774086,0.9985882639884949
id24002,3.9487290450779255e-06,0.9999960660934448,2.0660879951339695e-10
id18982,0.04350411891937256,0.06120077893137932,0.8952950835227966
id15181,0.00012483879982028157,0.9998750686645508,6.025980781032558e-08
id21888,0.9999185800552368,6.45839681965299e-05,1.6782341845100746e-05
id12035,8.431649822782106e-11,2.8789209921163336e-14,1.0
id17991,0.01648125611245632,2.4895327442209236e-05,0.9834939241409302
id10707,1.0,1.5256537699848138e-10,5.81417192169198e-10
id07101,0.18680070340633392,1.802194310585037e-05,0.8131812810897827
id00345,0.026325900107622147,0.9736737012863159,3.0146634344419e-07
id05912,0.9997724890708923,6.168012623675168e-05,0.00016573022003285587
id13443,0.6264224052429199,0.0075876773335039616,0.36598992347717285
id09248,0.8054878115653992,0.1924949586391449,0.002017182996496558
id17542,5.123180812915962e-07,0.9999995231628418,1.0332732065798655e-11
id06995,3.5266498343844432e-06,8.906186010904094e-09,0.9999964237213135
id25159,0.9999855756759644,8.173049792503662e-08,1.4296282643044833e-05
id25729,0.9367148876190186,0.012361063621938229,0.05092402920126915
id26949,0.999408483505249,0.0005915530491620302,3.0358038305422497e-09
id27191,0.008830329403281212,2.6831372451852076e-05,0.9911428689956665
id07668,0.9827438592910767,5.5063374020392075e-06,0.017250707373023033
id02230,0.0020669433288276196,0.00014587078476324677,0.9977871179580688
id15553,0.9999837875366211,3.025560602054611e-08,1.618642454559449e-05
id25688,1.2195043586071819e-11,1.0,1.3284557915521633e-12
id17545,0.9999111890792847,8.881492976797745e-05,3.732896658448226e-09
id13929,0.013750663958489895,0.012180345132946968,0.9740689992904663
id12880,0.7263460755348206,0.2734418213367462,0.0002120928547810763
id19282,0.9974483251571655,0.00251281401142478,3.891138840117492e-05
id14690,1.261694193566143e-09,9.48027101266291e-10,1.0
id17975,1.1093162356701214e-05,0.9999885559082031,3.049225085760554e-07
id08037,0.9981471300125122,3.0496563340420835e-05,0.001822464750148356
id15412,0.2817184031009674,0.00014706830552313477,0.7181344628334045
id25032,3.097947455898975e-06,7.521634981522141e-10,0.9999969005584717
id27165,1.0,5.432091998436306e-10,6.199337240385058e-14
id03327,0.9999775886535645,8.637081236884114e-07,2.1590172764263116e-05
id18515,0.9970055222511292,1.5953780803101836e-06,0.0029929608572274446
id21003,2.3392860384774394e-05,2.041911500993976e-10,0.999976634979248
id23855,3.962250319511362e-11,1.0,6.283166764653458e-10
id20724,0.5419287085533142,0.03570055216550827,0.42237067222595215
id13303,0.9999954700469971,3.2878228921617847e-06,1.1864404996231315e-06
id16521,1.3306942491908558e-05,0.000291173200821504,0.9996955394744873
id20775,0.9999995231628418,1.1868582561191943e-08,5.149868229636922e-07
id13029,0.9901561737060547,0.009011880494654179,0.0008318899781443179
id14660,0.9296072125434875,0.07039281725883484,1.9311951149347806e-08
id11028,1.0038661742151067e-11,7.071970233810815e-14,1.0
id14180,0.9999740123748779,2.469777609803714e-05,1.2959580999449827e-06
id25860,0.9999209642410278,2.155072024834226e-06,7.68641839385964e-05
id11910,0.045294810086488724,0.7340618968009949,0.2206433266401291
id08065,1.7228902606802876e-06,1.8448226057898864e-07,0.9999980926513672
id22674,1.4994287766967318e-07,0.001310085761360824,0.9986898303031921
id25018,0.8623222708702087,8.746254752622917e-05,0.137590229511261
id10892,0.03653724119067192,0.9633726477622986,9.002384467748925e-05
id10217,0.09032589942216873,0.9095471501350403,0.0001269551576115191
id12996,0.9946776628494263,0.0010093663586303592,0.004312998149544001
id18262,0.9493992328643799,0.050515610724687576,8.507056190865114e-05
id08606,2.147062696167268e-05,0.9999784231185913,8.760081726677527e-08
id17233,1.0,1.605207980426293e-11,4.016408894358392e-08
id00101,0.3822633922100067,0.6177240014076233,1.2606873497134075e-05
id12225,0.9998929500579834,0.00010706047032726929,3.6797068503346964e-08
id01364,2.1481296244019177e-06,0.9999978542327881,4.831136823923998e-09
id24973,0.9973151087760925,2.3925721848172543e-07,0.002684586448594928
id25363,0.7449108958244324,9.117268200498074e-05,0.2549979090690613
id10061,0.5129207968711853,0.023890886455774307,0.4631883203983307
id17673,0.6866452693939209,0.3079622685909271,0.005392447579652071
id13249,5.457766746985726e-05,1.7766012619380156e-11,0.9999454021453857
id10107,4.4606182200368494e-05,5.275026637718838e-08,0.9999552965164185
id04403,0.9924458861351013,4.232018454786157e-06,0.007549924310296774
id25728,0.9222305417060852,0.07776869088411331,7.743498144918703e-07
id16184,0.0006258435896597803,5.0617238400718634e-08,0.9993740916252136
id03438,1.1117409712824156e-06,7.136873015310685e-13,0.999998927116394
id22923,2.7648794365120466e-10,1.0,8.798741764478799e-14
id08610,0.9999548196792603,5.7690622270456515e-06,3.946102151530795e-05
id25355,7.60958282626234e-05,2.5059005110961152e-06,0.999921441078186
id16916,0.0004901436041109264,0.9995098114013672,3.920077418229084e-08
id12793,0.8743552565574646,0.12552553415298462,0.00011919147073058411
id11859,0.18878185749053955,6.885330638972675e-10,0.8112181425094604
id02434,0.9999978542327881,5.329451369107119e-07,1.7276037169722258e-06
id27703,3.2674736871740606e-07,7.540293722740898e-08,0.9999996423721313
id25212,0.0012422670843079686,0.9987558126449585,1.9590879674069583e-06
id11308,2.9297330002009403e-06,0.034206073731184006,0.9657910466194153
id26094,0.9990445971488953,0.0005859957309439778,0.0003693975158967078
id22080,0.9999932050704956,6.780706371500855e-06,2.2750117761871635e-13
id03545,0.9999445676803589,5.445450733532198e-05,9.844238775258418e-07
id23725,0.00017850178119260818,3.713274509209441e-06,0.9998177886009216
id12009,0.9999574422836304,1.071533279173309e-05,3.179775012540631e-05
id24241,0.9397118091583252,0.058779701590538025,0.0015085297636687756
id03596,2.492676003384986e-07,0.9999997615814209,1.5817634702042227e-10
id10749,0.00018061196897178888,0.9545571208000183,0.04526232182979584
id22794,1.8078037955504556e-09,5.607800002138674e-09,1.0
id15482,0.0012803688878193498,0.9986588954925537,6.070645758882165e-05
id04833,0.8088841438293457,0.19109651446342468,1.940490437846165e-05
id00397,0.00014375628961715847,2.5080447585423826e-07,0.9998559951782227
id14691,2.8740281777572818e-05,0.00013374161790125072,0.9998375177383423
id05193,6.58436192679801e-06,2.2275056835496798e-05,0.9999711513519287
id19541,0.9999970197677612,3.025470707296307e-10,3.0382655040739337e-06
id22166,5.928563382440188e-07,9.383722243683223e-08,0.9999992847442627
id20744,0.0024790943134576082,3.459404152028611e-10,0.9975208640098572
id10392,4.146639639657224e-06,0.00030001415871083736,0.999695897102356
id00770,0.9999982118606567,1.7762506558938185e-06,8.29596835671964e-09
id06018,0.9307920336723328,0.06908661872148514,0.00012123791384510696
id15678,0.7983433604240417,0.18436649441719055,0.017290208488702774
id08305,9.668091479397845e-06,0.9999903440475464,4.542319211736645e-14
id08903,0.2511230409145355,0.7477453351020813,0.0011316174641251564
id14752,0.020275386050343513,0.9755021333694458,0.004222503863275051
id12468,0.3581993281841278,0.641800582408905,5.7221818394737056e-08
id05085,0.9650871753692627,0.023733045905828476,0.011179820634424686
id21993,0.9545811414718628,1.7790160455888326e-08,0.045418910682201385
id15503,0.6892208456993103,0.3107788562774658,3.402359425308532e-07
id03021,4.9215650506084785e-05,0.999950647354126,1.687588593313194e-07
id16123,0.9744089841842651,0.02559100277721882,2.7360289589495324e-09
id19383,0.9999914169311523,5.883471658307826e-06,2.758621803877759e-06
id04186,1.0,7.118131084560275e-10,2.5536861514297016e-08
id17954,1.772162431734614e-05,3.3623877015998005e-08,0.9999822378158569
id12030,0.5507978796958923,1.1029909624538092e-10,0.4492020905017853
id13020,0.9940733313560486,0.005893363617360592,3.324261342640966e-05
id25327,1.9465207969915355e-06,0.9999880790710449,9.98314226308139e-06
id16344,0.008373009040951729,0.5041468143463135,0.48748016357421875
id12303,0.998930037021637,0.0010696124518290162,3.0437789177995e-07
id15017,0.9972593784332275,0.0018825831357389688,0.0008579684072174132
id22308,3.837461193256786e-08,3.0139917726046406e-06,0.9999969005584717
id06536,9.764318065208499e-08,1.1363338217051933e-06,0.9999988079071045
id19797,0.016371017321944237,0.9836277961730957,1.2103777180527686e-06
id06332,0.02636795863509178,2.696845058380859e-06,0.9736292958259583
id22941,0.0313139446079731,0.010038002394139767,0.9586480855941772
id13547,0.00029697827994823456,9.675041837908793e-06,0.9996933937072754
id06928,2.9811046964312027e-09,9.951382166223377e-13,1.0
id12521,0.31012213230133057,0.13272316753864288,0.5571547150611877
id25716,0.6602257490158081,6.587733136775853e-11,0.3397742509841919
id27116,1.1103031738457503e-06,2.0411584816565527e-14,0.999998927116394
id19941,0.0004753511166200042,0.999524712562561,1.515343267532998e-10
id05711,3.3888353234701185e-10,1.8691702352580108e-10,1.0
id02097,0.0020646294578909874,4.306402843212709e-05,0.9978923201560974
id03563,1.5207793921945267e-06,0.9999984502792358,4.7633960775783635e-08
id02295,1.750252831556054e-09,1.0,3.784873022633084e-12
id08179,0.9999692440032959,1.7929758541868068e-05,1.2884966963611078e-05
id05332,8.992241951055746e-10,1.0,6.795763604627858e-12
id15697,0.9841227531433105,0.014512550085783005,0.0013647725572809577
id17026,0.7052630186080933,0.2855212688446045,0.009215652011334896
id04243,0.9999942779541016,5.761449301644461e-06,1.0281888673802086e-09
id13175,0.9020265340805054,0.09657084196805954,0.0014026375720277429
id05387,0.5791048407554626,9.924846722242364e-08,0.4208950996398926
id19989,0.999956488609314,1.1162625014549121e-05,3.233806637581438e-05
id25173,0.008440684527158737,2.4114679035847075e-06,0.9915568828582764
id08925,0.9898972511291504,0.010102614760398865,9.832343295101964e-08
id03034,2.8438759613891307e-07,0.9995573163032532,0.00044245849130675197
id13272,3.3404954150051402e-12,1.0,2.0046042603638625e-10
id07956,0.9999998807907104,2.4445776514170348e-09,6.548361852765083e-08
id02648,1.804343306710532e-11,8.879010807844034e-13,1.0
id01778,0.14632301032543182,4.220642949803732e-05,0.8536348342895508
id12846,2.782216457219988e-09,5.70292313373244e-10,1.0
id19001,0.021788805723190308,2.879897067487036e-07,0.9782108664512634
id05763,0.9959717392921448,0.00013449766265694052,0.003893718123435974
id15590,1.7778017946668001e-09,3.5364991388494487e-16,1.0
id04912,0.6448209285736084,0.35517430305480957,4.656229521060595e-06
id21201,0.4882067143917084,0.3680379092693329,0.14375539124011993
id13215,0.9999997615814209,3.3330643800510984e-10,2.0771963704646623e-07
id15612,1.490732938691508e-05,0.9999850988388062,1.1641425601283117e-09
id18501,0.9991645812988281,3.331192743871725e-08,0.0008354428573511541
id07223,0.9599649906158447,3.256419859098969e-06,0.04003177955746651
id06707,0.7551568746566772,0.2317882478237152,0.013054885901510715
id05238,7.433258869538051e-11,1.0,6.961706211505714e-10
id00935,1.8599315808387473e-05,0.5797895789146423,0.42019185423851013
id00110,0.997307300567627,9.706471610115841e-05,0.0025957454927265644
id17476,0.9997004270553589,0.00029956092475913465,2.7474706953967143e-08
id15170,0.9953120946884155,0.004687128122895956,7.155240950851294e-07
id13397,0.4207785427570343,0.19861538708209991,0.380606085062027
id24283,0.9931032657623291,0.0068908631801605225,5.917409453104483e-06
id15234,0.998664140701294,0.0013225121656432748,1.3372709872783162e-05
id16884,0.9880608320236206,0.009058027528226376,0.0028811576776206493
id07831,0.0411827489733696,0.9575560092926025,0.0012612579157575965
id16038,0.8344054222106934,0.16559454798698425,5.326302593422483e-11
id03629,0.9999536275863647,4.642346175387502e-05,5.704848149434838e-09
id21019,1.0,2.9989645342802865e-14,1.514644495709174e-14
id21835,0.9997603297233582,9.083179065783042e-06,0.0002306440146639943
id04480,6.94994452613007e-12,1.0,2.8703799862146717e-13
id20838,0.7777223587036133,0.22227764129638672,8.359789249734462e-11
id24195,0.6628895401954651,0.004866705276072025,0.33224377036094666
id05448,0.9984467625617981,0.0005256376462057233,0.001027629361487925
id15957,3.471022168537711e-16,1.0,2.427189427499669e-15
id19956,3.369661499164067e-05,7.84206335424642e-08,0.9999662637710571
id15104,8.00746205453784e-11,2.7355865836464766e-11,1.0
id17559,0.9992233514785767,2.8467187007663597e-07,0.0007763797184452415
id16839,0.05414079874753952,0.9406365752220154,0.005222684238106012
id14493,0.9979979395866394,5.604424586636014e-07,0.0020013852044939995
id08833,0.9988749623298645,2.4669430942481085e-09,0.001124997972510755
id15723,2.476362892522843e-09,4.167025058343654e-11,1.0
id02716,0.999995231628418,4.789815648109652e-06,5.000172720315277e-09
